State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Total - Cases,Total - Injured,Total - Died,alcintake2016,overspeed2016,wrongside2016,lanejumping2016
,,,,Thursday,15:55:00,Slight Injury,2,Public (12 seats),3,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:55:00,Slight Injury,2,Lorry (41?100Q),3,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,10:47:00,Slight Injury,2,Automobile,2,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,10:47:00,Slight Injury,2,Pick up upto 10Q,2,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,15:00:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:00:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,18:40:00,Slight Injury,1,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,3:55:00,Slight Injury,2,Stationwagen,2,,Raining and Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,3:55:00,Slight Injury,2,Motorcycle,2,,Raining and Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,3:55:00,Slight Injury,2,,2,,Raining and Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,17:45:00,Slight Injury,2,Other,3,,Normal,,Dry,Darkness - lights lit,,,31-50,Unknown,,,,,,,,,,
,,,,Sunday,17:45:00,Slight Injury,2,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,17:45:00,Slight Injury,2,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,17:45:00,Slight Injury,2,,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,19:10:00,Slight Injury,1,Public (> 45 seats),1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,10:13:00,Serious Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,10:13:00,Serious Injury,2,Other,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Friday,9:48:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Friday,9:48:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,16:20:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,16:20:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,19:40:00,Slight Injury,1,Public (13?45 seats),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,16:53:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,12:55:00,Slight Injury,1,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:32:00,Slight Injury,2,Automobile,2,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:32:00,Slight Injury,2,Lorry (41?100Q),2,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,17:35:00,Slight Injury,2,Automobile,2,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,17:35:00,Slight Injury,2,Lorry (41?100Q),2,,Raining,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,17:35:00,Slight Injury,2,Lorry (41?100Q),2,,Raining,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Tuesday,18:40:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,18:40:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:47:00,Slight Injury,1,Automobile,1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,14:57:00,Slight Injury,1,Other,1,,Normal,,Dry,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Friday,17:25:00,Serious Injury,2,Other,2,,Normal,,Wet or damp,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:25:00,Serious Injury,2,Other,2,,Normal,,Wet or damp,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:25:00,Serious Injury,2,Automobile,2,,Normal,,Wet or damp,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Sunday,17:22:00,Serious Injury,2,Other,2,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,17:22:00,Serious Injury,2,Lorry (41?100Q),2,,Normal,,Wet or damp,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Monday,16:05:00,Slight Injury,3,Public (12 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,16:05:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,16:05:00,Slight Injury,3,Public (12 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,9:00:00,Slight Injury,2,Lorry (41?100Q),1,,Other,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,9:00:00,Slight Injury,2,Other,1,,Other,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,8:55:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,10:44:00,Slight Injury,1,,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,16:18:00,Slight Injury,1,Public (> 45 seats),1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,17:21:00,Slight Injury,4,Lorry (41?100Q),2,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,17:21:00,Slight Injury,4,Other,2,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,17:21:00,Slight Injury,4,Other,2,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,17:21:00,Slight Injury,4,Automobile,2,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,15:40:00,Slight Injury,4,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:40:00,Slight Injury,4,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:40:00,Slight Injury,4,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:40:00,Slight Injury,4,,1,,Normal,,Dry,Daylight,,,31-50,Female,,,,,,,,,,
,,,,Thursday,16:46:00,Slight Injury,3,Other,2,,Cloudy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,16:46:00,Slight Injury,3,Automobile,2,,Cloudy,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,16:46:00,Slight Injury,3,Stationwagen,2,,Cloudy,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,17:45:00,Slight Injury,2,Other,2,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,17:45:00,Slight Injury,2,,2,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,11:45:00,Slight Injury,3,Ridden horse,2,,Snow,,Snow,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Saturday,11:45:00,Slight Injury,3,,2,,Snow,,Snow,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,11:45:00,Slight Injury,3,Other,2,,Snow,,Snow,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,11:45:00,Slight Injury,3,Lorry (41?100Q),2,,Snow,,Snow,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,12:00:00,Slight Injury,3,Lorry (41?100Q),2,,Snow,,Snow,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,12:00:00,Slight Injury,3,Lorry (41?100Q),2,,Snow,,Snow,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,12:00:00,Slight Injury,3,Stationwagen,2,,Snow,,Snow,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,12:00:00,Slight Injury,3,Lorry (41?100Q),2,,Snow,,Snow,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,7:50:00,Slight Injury,2,Automobile,1,,Snow,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,7:50:00,Slight Injury,2,Automobile,1,,Snow,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,19:55:00,Slight Injury,2,Pick up upto 10Q,2,,Snow,,Dry,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Sunday,19:55:00,Slight Injury,2,Taxi,2,,Snow,,Dry,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Sunday,20:30:00,Slight Injury,2,,6,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,20:30:00,Slight Injury,2,Automobile,6,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,20:30:00,Slight Injury,2,,6,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,20:30:00,Slight Injury,2,Long lorry,6,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,20:30:00,Slight Injury,2,Public (12 seats),6,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,20:30:00,Slight Injury,2,Pick up upto 10Q,6,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,13:57:00,Slight Injury,4,,2,,Normal,,Snow,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,13:57:00,Slight Injury,4,Other,2,,Normal,,Snow,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,13:57:00,Slight Injury,4,Lorry (41?100Q),2,,Normal,,Snow,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Wednesday,13:57:00,Slight Injury,4,Automobile,2,,Normal,,Snow,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Sunday,13:45:00,Slight Injury,2,Pick up upto 10Q,1,,Snow,,Wet or damp,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Sunday,13:45:00,Slight Injury,2,Lorry (41?100Q),1,,Snow,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,7:44:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,7:44:00,Slight Injury,2,Long lorry,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:35:00,Slight Injury,1,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,20:00:00,Slight Injury,2,Public (> 45 seats),2,,Cloudy,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Friday,20:00:00,Slight Injury,2,Automobile,2,,Cloudy,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,20:00:00,Slight Injury,2,Automobile,2,,Cloudy,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,17:46:00,Slight Injury,2,Automobile,3,,Other,,Snow,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,17:46:00,Slight Injury,2,Other,3,,Other,,Snow,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,17:46:00,Slight Injury,2,Public (12 seats),3,,Other,,Snow,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,14:20:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,12:15:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,12:15:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,7:40:00,Slight Injury,1,Automobile,1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,16:10:00,Slight Injury,1,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,8:35:00,Slight Injury,2,,1,,Windy,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,8:35:00,Slight Injury,2,,1,,Windy,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,8:40:00,Slight Injury,1,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,18:49:00,Slight Injury,1,Turbo,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,12:46:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,12:46:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,7:40:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,7:40:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,6:00:00,Serious Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Sunday,6:00:00,Serious Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,15:00:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,18:02:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Thursday,21:25:00,Slight Injury,2,Pick up upto 10Q,2,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,21:25:00,Slight Injury,2,Pick up upto 10Q,2,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,21:25:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,16:55:00,Slight Injury,3,Public (12 seats),3,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,16:55:00,Slight Injury,3,Other,3,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,16:55:00,Slight Injury,3,Stationwagen,3,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,16:55:00,Slight Injury,3,Automobile,3,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Friday,16:55:00,Slight Injury,3,Automobile,3,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Monday,20:15:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Dry,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Monday,20:15:00,Slight Injury,2,Stationwagen,2,,Normal,,Dry,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Monday,20:15:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Dry,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,15:30:00,Slight Injury,1,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,20:17:00,Slight Injury,2,Automobile,1,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,20:17:00,Slight Injury,2,Automobile,1,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,13:07:00,Slight Injury,2,Automobile,2,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,13:07:00,Slight Injury,2,,2,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,13:07:00,Slight Injury,2,Lorry (41?100Q),2,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,16:30:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,16:30:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,15:18:00,Serious Injury,1,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,17:40:00,Slight Injury,1,Public (12 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,18:32:00,Slight Injury,3,Public (12 seats),3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,18:32:00,Slight Injury,3,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,18:32:00,Slight Injury,3,Public (12 seats),3,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,18:32:00,Slight Injury,3,Public (12 seats),3,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,18:35:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,18:35:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,12:10:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,12:10:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:08:00,Serious Injury,3,Automobile,4,,Unknown,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:08:00,Serious Injury,3,Stationwagen,4,,Unknown,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:08:00,Serious Injury,3,,4,,Unknown,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Monday,15:08:00,Serious Injury,3,,4,,Unknown,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,8:54:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,16:51:00,Serious Injury,1,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,19:02:00,Slight Injury,2,Automobile,1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,19:02:00,Slight Injury,2,Other,1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,8:10:00,Slight Injury,2,Other,1,,Fog or mist,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,8:10:00,Slight Injury,2,Automobile,1,,Fog or mist,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,17:50:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,17:50:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,20:51:00,Serious Injury,1,Lorry (41?100Q),1,,Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,14:00:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,14:00:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,14:43:00,Slight Injury,1,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Tuesday,16:26:00,Serious Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Tuesday,16:26:00,Serious Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,13:54:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,13:54:00,Slight Injury,2,Public (12 seats),2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,13:54:00,Slight Injury,2,Other,2,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:31:00,Slight Injury,2,Lorry (41?100Q),1,,Cloudy,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,15:31:00,Slight Injury,2,Automobile,1,,Cloudy,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,12:30:00,Slight Injury,1,Other,1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,18:45:00,Slight Injury,2,Motorcycle,1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,18:45:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,19:12:00,Serious Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:25:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:25:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,12:48:00,Slight Injury,1,Public (> 45 seats),1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,7:10:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,7:10:00,Slight Injury,2,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,17:10:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,17:10:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:10:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,9:05:00,Slight Injury,2,Public (12 seats),1,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,9:05:00,Slight Injury,2,Public (12 seats),1,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,16:15:00,Slight Injury,1,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,18:00:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Sunday,13:55:00,Slight Injury,3,Automobile,3,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,13:55:00,Slight Injury,3,Pick up upto 10Q,3,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,13:55:00,Slight Injury,3,Automobile,3,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,13:55:00,Slight Injury,3,Public (13?45 seats),3,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,19:20:00,Slight Injury,2,Public (> 45 seats),2,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Sunday,19:20:00,Slight Injury,2,Stationwagen,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,19:20:00,Slight Injury,2,,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,11:58:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,12:53:00,Slight Injury,3,Stationwagen,2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,12:53:00,Slight Injury,3,Lorry (41?100Q),2,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,12:53:00,Slight Injury,3,Public (12 seats),2,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,20:40:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,20:40:00,Slight Injury,2,Other,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,12:44:00,Slight Injury,2,Stationwagen,1,,Other,,Wet or damp,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Tuesday,12:44:00,Slight Injury,2,Automobile,1,,Other,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,8:50:00,Slight Injury,2,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,8:50:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,8:08:00,Serious Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
